datetime,price_el,price_gas,demand_th
2026-01-03 13:00:00,53.3460522628,34.9341894074,5.34
2026-01-03 14:00:00,55.9719167125,34.9341894074,5.46
2026-01-03 15:00:00,61.5379729179,34.9341894074,5.57
2026-01-03 16:00:00,67.1758097932,34.9341894074,5.76
2026-01-03 17:00:00,74.5303567806,34.9341894074,5.78
2026-01-03 18:00:00,75.0060049263,34.9341894074,5.71
2026-01-03 19:00:00,69.2297394639,34.9341894074,5.61
2026-01-03 20:00:00,62.3296942483,34.9341894074,5.57
2026-01-03 21:00:00,57.2203213201,34.9341894074,5.47
2026-01-03 22:00:00,54.7420638009,34.9341894074,5.01
2026-01-03 23:00:00,49.9619236247,34.9341894074,3.91
2026-01-04 00:00:00,47.5570362966,34.9341894074,3.93
2026-01-04 01:00:00,43.573586373,34.9341894074,4.07
2026-01-04 02:00:00,42.3022376697,34.9341894074,4.19
2026-01-04 03:00:00,39.7874268491,34.9341894074,4.28
2026-01-04 04:00:00,39.0985953615,34.9341894074,4.78
2026-01-04 05:00:00,39.4720953931,34.9341894074,5.29
2026-01-04 06:00:00,40.4099994533,34.9338178567,5.33
2026-01-04 07:00:00,43.5747514007,34.9338178567,5.29
2026-01-04 08:00:00,47.4598669898,34.9338178567,5.43
2026-01-04 09:00:00,49.4917661007,34.9338178567,5.51
2026-01-04 10:00:00,48.9344119976,34.9338178567,5.56
2026-01-04 11:00:00,48.7212344728,34.9338178567,5.42
2026-01-04 12:00:00,46.8872699298,34.9338178567,5.4
2026-01-04 13:00:00,43.8306162773,34.9338178567,5.45
2026-01-04 14:00:00,47.0753542201,34.9338178567,5.58
2026-01-04 15:00:00,53.1088900811,34.9338178567,5.7
2026-01-04 16:00:00,58.5046760035,34.9338178567,5.87
2026-01-04 17:00:00,66.5623869896,34.9338178567,5.88
2026-01-04 18:00:00,67.7530943964,34.9338178567,5.83
2026-01-04 19:00:00,63.6717320508,34.9338178567,5.72
2026-01-04 20:00:00,57.2554446976,34.9338178567,5.71
2026-01-04 21:00:00,52.4664277886,34.9338178567,5.63
2026-01-04 22:00:00,52.2318805809,34.9338178567,5.15
2026-01-04 23:00:00,45.4142677932,34.9338178567,4.04
2026-01-05 00:00:00,76.4305521154,34.9338178567,4.03
2026-01-05 01:00:00,71.3835956201,34.9338178567,4.16
2026-01-05 02:00:00,68.7042284398,34.9338178567,4.27
2026-01-05 03:00:00,64.7832893447,34.9338178567,4.47
2026-01-05 04:00:00,67.3769572119,34.9338178567,4.98
2026-01-05 05:00:00,78.6720363857,34.9338178567,5.55
2026-01-05 06:00:00,105.108948652,35.0830346762,5.71
2026-01-05 07:00:00,130.6017977162,35.0830346762,5.79
2026-01-05 08:00:00,142.2463840232,35.0830346762,5.77
2026-01-05 09:00:00,131.6761707409,35.0830346762,5.7
2026-01-05 10:00:00,122.2248922297,35.0830346762,5.61
2026-01-05 11:00:00,116.1570161679,35.0830346762,5.5
2026-01-05 12:00:00,110.9595039187,35.0830346762,5.53
2026-01-05 13:00:00,112.3095075203,35.0830346762,5.62
2026-01-05 14:00:00,117.9925253828,35.0830346762,5.76
2026-01-05 15:00:00,128.0465609284,35.0830346762,5.88
2026-01-05 16:00:00,134.7379754798,35.0830346762,5.96
2026-01-05 17:00:00,149.2713929223,35.0830346762,6.06
2026-01-05 18:00:00,152.2510111472,35.0830346762,6.06
2026-01-05 19:00:00,142.1784063472,35.0830346762,6.01
2026-01-05 20:00:00,124.3818489753,35.0830346762,5.98
2026-01-05 21:00:00,111.7814731047,35.0830346762,5.85
2026-01-05 22:00:00,108.2930048663,35.0830346762,5.35
2026-01-05 23:00:00,97.1962622431,35.0830346762,4.31
2026-01-06 00:00:00,85.1152214405,35.0830346762,4.3
2026-01-06 01:00:00,80.8603116307,35.0830346762,4.45
2026-01-06 02:00:00,77.9570853242,35.0830346762,4.6
2026-01-06 03:00:00,75.6956856355,35.0830346762,4.79
2026-01-06 04:00:00,77.2749276874,35.0830346762,5.27
2026-01-06 05:00:00,85.6914556895,35.0830346762,5.79
2026-01-06 06:00:00,105.3068680448,35.181858046,5.95
2026-01-06 07:00:00,131.4156506365,35.181858046,6.06
2026-01-06 08:00:00,144.8231323644,35.181858046,6.02
2026-01-06 09:00:00,134.2991165308,35.181858046,5.99
2026-01-06 10:00:00,123.7763179723,35.181858046,5.89
2026-01-06 11:00:00,117.2454372438,35.181858046,5.76
2026-01-06 12:00:00,112.5960357577,35.181858046,5.75
2026-01-06 13:00:00,113.009833879,35.181858046,5.78
2026-01-06 14:00:00,119.0031669958,35.181858046,5.87
2026-01-06 15:00:00,129.2537873894,35.181858046,6.0
2026-01-06 16:00:00,139.151194693,35.181858046,6.15
2026-01-06 17:00:00,151.9621339861,35.181858046,6.27
2026-01-06 18:00:00,149.9618342132,35.181858046,6.22
2026-01-06 19:00:00,138.468390109,35.181858046,6.14
2026-01-06 20:00:00,121.2583294663,35.181858046,6.09
2026-01-06 21:00:00,107.0289055539,35.181858046,5.94
2026-01-06 22:00:00,101.1575811176,35.181858046,5.45
2026-01-06 23:00:00,88.6547753342,35.181858046,4.43
2026-01-07 00:00:00,85.482106538,35.181858046,4.39
2026-01-07 01:00:00,81.2267598437,35.181858046,4.51
2026-01-07 02:00:00,78.3230934599,35.181858046,4.62
2026-01-07 03:00:00,76.0612505012,35.181858046,4.8
2026-01-07 04:00:00,77.6400460902,35.181858046,5.23
2026-01-07 05:00:00,86.0561244368,35.181858046,5.77
2026-01-07 06:00:00,105.6710839438,35.1803061462,5.89
2026-01-07 07:00:00,131.7794104944,35.1803061462,5.95
2026-01-07 08:00:00,145.1853022494,35.1803061462,5.92
2026-01-07 09:00:00,134.6608254285,35.1803061462,5.88
2026-01-07 10:00:00,124.1375626998,35.1803061462,5.85
2026-01-07 11:00:00,117.6062146183,35.1803061462,5.73
2026-01-07 12:00:00,112.9563425964,35.1803061462,5.73
2026-01-07 13:00:00,113.3696669991,35.1803061462,5.78
2026-01-07 14:00:00,119.3625232145,35.1803061462,5.89
2026-01-07 15:00:00,129.6126635238,35.1803061462,6.0
2026-01-07 16:00:00,139.5095875604,35.1803061462,6.13
2026-01-07 17:00:00,152.3200404036,35.1803061462,6.24
2026-01-07 18:00:00,150.3192509979,35.1803061462,6.19
2026-01-07 19:00:00,138.8253140782,35.1803061462,6.13
2026-01-07 20:00:00,121.6158702492,35.1803061462,6.1
2026-01-07 21:00:00,107.3859455972,35.1803061462,5.93
2026-01-07 22:00:00,101.5141172285,35.1803061462,5.39
2026-01-07 23:00:00,89.0108043198,35.1803061462,4.33
2026-01-08 00:00:00,85.8376252057,35.1803061462,4.26
2026-01-08 01:00:00,81.5817650007,35.1803061462,4.36
2026-01-08 02:00:00,78.6775819134,35.1803061462,4.47
2026-01-08 03:00:00,76.4152190585,35.1803061462,4.64
2026-01-08 04:00:00,77.9934915586,35.1803061462,5.1
2026-01-08 05:00:00,86.4090436234,35.1803061462,5.67
2026-01-08 06:00:00,106.0234736559,35.1776174513,5.79
2026-01-08 07:00:00,132.1312675392,35.1776174513,5.87
2026-01-08 08:00:00,145.5355299801,35.1776174513,5.84
2026-01-08 09:00:00,135.0105157842,35.1776174513,5.79
2026-01-08 10:00:00,124.4867124977,35.1776174513,5.75
2026-01-08 11:00:00,117.9548206756,35.1776174513,5.66
2026-01-08 12:00:00,113.3044017302,35.1776174513,5.65
2026-01-08 13:00:00,113.7171760266,35.1776174513,5.64
2026-01-08 14:00:00,119.7094789529,35.1776174513,5.74
2026-01-08 15:00:00,129.9590627903,35.1776174513,5.87
2026-01-08 16:00:00,139.8554271721,35.1776174513,6.01
2026-01-08 17:00:00,152.6653171778,35.1776174513,6.11
2026-01-08 18:00:00,150.6639617517,35.1776174513,6.11
2026-01-08 19:00:00,139.1694556288,35.1776174513,6.05
2026-01-08 20:00:00,121.9605120791,35.1776174513,6.03
2026-01-08 21:00:00,107.7300100612,35.1776174513,5.9
2026-01-08 22:00:00,101.8576011339,35.1776174513,5.38
2026-01-08 23:00:00,89.3537044739,35.1776174513,4.3
2026-01-09 00:00:00,88.1567698519,35.1776174513,4.23
2026-01-09 01:00:00,83.6662530774,35.1776174513,4.33
2026-01-09 02:00:00,80.3234658175,35.1776174513,4.48
2026-01-09 03:00:00,77.5251188739,35.1776174513,4.66
2026-01-09 04:00:00,79.18450984,35.1776174513,5.15
2026-01-09 05:00:00,86.0999333168,35.1776174513,5.69
2026-01-09 06:00:00,103.0902595875,35.0737528469,5.82
2026-01-09 07:00:00,125.7916354762,35.0737528469,5.94
2026-01-09 08:00:00,139.9358966458,35.0737528469,5.9
2026-01-09 09:00:00,131.6893093924,35.0737528469,5.86
2026-01-09 10:00:00,121.3358531142,35.0737528469,5.79
2026-01-09 11:00:00,113.4895466278,35.0737528469,5.65
2026-01-09 12:00:00,106.7746525891,35.0737528469,5.6
2026-01-09 13:00:00,103.7951391819,35.0737528469,5.68
2026-01-09 14:00:00,108.4790031091,35.0737528469,5.82
2026-01-09 15:00:00,117.5688622353,35.0737528469,5.94
2026-01-09 16:00:00,126.5695590818,35.0737528469,6.02
2026-01-09 17:00:00,137.0170892169,35.0737528469,6.11
2026-01-09 18:00:00,136.4889961597,35.0737528469,6.08
2026-01-09 19:00:00,128.5172544346,35.0737528469,6.03
2026-01-09 20:00:00,114.1985602789,35.0737528469,6.04
2026-01-09 21:00:00,106.136519569,35.0737528469,5.92
2026-01-09 22:00:00,103.744015753,35.0737528469,5.38
2026-01-09 23:00:00,92.8238448472,35.0737528469,4.3
2026-01-10 00:00:00,82.855360179,35.0737528469,4.31
2026-01-10 01:00:00,79.1417079709,35.0737528469,4.46
2026-01-10 02:00:00,77.1032003133,35.0737528469,4.59
2026-01-10 03:00:00,74.2305471584,35.0737528469,4.7
2026-01-10 04:00:00,74.1299782744,35.0737528469,5.18
2026-01-10 05:00:00,75.8036865491,35.0737528469,5.64
2026-01-10 06:00:00,78.6005355044,34.9196106574,5.63
2026-01-10 07:00:00,87.2361477326,34.9196106574,5.66
2026-01-10 08:00:00,96.2865903625,34.9196106574,5.82
2026-01-10 09:00:00,98.2777974378,34.9196106574,5.98
2026-01-10 10:00:00,92.7678251308,34.9196106574,6.02
2026-01-10 11:00:00,90.2104857504,34.9196106574,5.87
2026-01-10 12:00:00,88.2219181015,34.9196106574,5.81
2026-01-10 13:00:00,86.3811587579,34.9196106574,5.86
2026-01-10 14:00:00,90.411706727,34.9196106574,6.03
2026-01-10 15:00:00,98.9688187544,34.9196106574,6.09
2026-01-10 16:00:00,107.6364234261,34.9196106574,6.25
2026-01-10 17:00:00,118.9469772118,34.9196106574,6.26
2026-01-10 18:00:00,119.6670828538,34.9196106574,6.17
2026-01-10 19:00:00,110.7620175511,34.9196106574,6.07
2026-01-10 20:00:00,100.1268162967,34.9196106574,6.1
2026-01-10 21:00:00,92.2484331475,34.9196106574,6.0
2026-01-10 22:00:00,88.4207750783,34.9196106574,5.49
2026-01-10 23:00:00,81.0492291691,34.9196106574,4.37
2026-01-11 00:00:00,77.3344944575,34.9196106574,4.41
2026-01-11 01:00:00,71.1894617697,34.9196106574,4.55
2026-01-11 02:00:00,69.2198364143,34.9196106574,4.65
2026-01-11 03:00:00,65.3358182423,34.9196106574,4.77
2026-01-11 04:00:00,64.2629757535,34.9196106574,5.24
2026-01-11 05:00:00,64.8256325785,34.9196106574,5.69
2026-01-11 06:00:00,66.2572029245,34.9151973428,5.72
2026-01-11 07:00:00,71.117107637,34.9151973428,5.77
2026-01-11 08:00:00,77.0860341367,34.9151973428,5.89
2026-01-11 09:00:00,80.2018189684,34.9151973428,6.03
2026-01-11 10:00:00,79.3312944872,34.9151973428,6.07
2026-01-11 11:00:00,78.9906320085,34.9151973428,5.94
2026-01-11 12:00:00,76.154665598,34.9151973428,5.93
2026-01-11 13:00:00,71.4362882391,34.9151973428,5.97
2026-01-11 14:00:00,76.4192225812,34.9151973428,6.04
2026-01-11 15:00:00,85.6956438363,34.9151973428,6.13
2026-01-11 16:00:00,93.9901993349,34.9151973428,6.26
2026-01-11 17:00:00,106.3829143799,34.9151973428,6.29
2026-01-11 18:00:00,108.2034963933,34.9151973428,6.19
2026-01-11 19:00:00,101.9074309348,34.9151973428,6.07
2026-01-11 20:00:00,92.016608687,34.9151973428,6.07
2026-01-11 21:00:00,84.6310404353,34.9151973428,5.97
2026-01-11 22:00:00,84.2573052548,34.9151973428,5.45
2026-01-11 23:00:00,73.7485750591,34.9151973428,4.34
2026-01-12 00:00:00,78.8009981935,34.9151973428,4.3
2026-01-12 01:00:00,73.7499107401,34.9151973428,4.41
2026-01-12 02:00:00,71.0663902525,34.9151973428,4.54
2026-01-12 03:00:00,67.1412755007,34.9151973428,4.67
2026-01-12 04:00:00,69.730745362,34.9151973428,5.17
2026-01-12 05:00:00,81.0216041805,34.9151973428,5.72
2026-01-12 06:00:00,107.4542737422,35.0605076024,5.87
2026-01-12 07:00:00,132.9428577526,35.0605076024,5.98
2026-01-12 08:00:00,144.5758836713,35.0605076024,5.94
2026-01-12 09:00:00,134.0013740502,35.0605076024,5.92
2026-01-12 10:00:00,124.5457769206,35.0605076024,5.86
2026-01-12 11:00:00,118.4735599605,35.0605076024,5.74
2026-01-12 12:00:00,113.2716845333,35.0605076024,5.73
2026-01-12 13:00:00,114.6173026772,35.0605076024,5.76
2026-01-12 14:00:00,120.2959128023,35.0605076024,5.86
2026-01-12 15:00:00,130.3455183307,35.0605076024,5.92
2026-01-12 16:00:00,137.0324805852,35.0605076024,6.06
2026-01-12 17:00:00,151.561423451,35.0605076024,6.15
2026-01-12 18:00:00,154.5365448195,35.0605076024,6.11
2026-01-12 19:00:00,144.4594208833,35.0605076024,6.03
2026-01-12 20:00:00,126.6654295253,35.0605076024,6.0
2026-01-12 21:00:00,114.0604757107,35.0605076024,5.86
2026-01-12 22:00:00,110.5674071789,35.0605076024,5.33
2026-01-12 23:00:00,99.4660419131,35.0605076024,4.24
2026-01-13 00:00:00,87.3803561185,35.0605076024,4.18
2026-01-13 01:00:00,83.1207789675,35.0605076024,4.31
2026-01-13 02:00:00,80.2128629705,35.0605076024,4.46
2026-01-13 03:00:00,77.946751242,35.0605076024,4.65
2026-01-13 04:00:00,79.5212589047,35.0605076024,5.15
2026-01-13 05:00:00,87.9330301684,35.0605076024,5.7
2026-01-13 06:00:00,107.543663436,35.1555358098,5.8
2026-01-13 07:00:00,133.6476445906,35.1555358098,5.91
2026-01-13 08:00:00,147.0433706745,35.1555358098,5.89
2026-01-13 09:00:00,136.5145237885,35.1555358098,5.85
2026-01-13 10:00:00,125.9868718977,35.1555358098,5.81
2026-01-13 11:00:00,119.4511155572,35.1555358098,5.71
2026-01-13 12:00:00,114.7968161795,35.1555358098,5.71
2026-01-13 13:00:00,115.2056941293,35.1555358098,5.78
2026-01-13 14:00:00,121.194084795,35.1555358098,5.89
2026-01-13 15:00:00,131.4397404577,35.1555358098,5.97
2026-01-13 16:00:00,141.3321607507,35.1555358098,6.04
2026-01-13 17:00:00,154.1380907534,35.1555358098,6.14
2026-01-13 18:00:00,152.1327594103,35.1555358098,6.12
2026-01-13 19:00:00,140.6342614563,35.1555358098,6.05
2026-01-13 20:00:00,123.425870953,35.1555358098,6.05
2026-01-13 21:00:00,109.1913327135,35.1555358098,5.91
2026-01-13 22:00:00,103.3148716007,35.1555358098,5.4
2026-01-13 23:00:00,90.8069067915,35.1555358098,4.3
2026-01-14 00:00:00,87.6290566202,35.1555358098,4.24
2026-01-14 01:00:00,83.3685062015,35.1555358098,4.38
2026-01-14 02:00:00,80.459613744,35.1555358098,4.51
2026-01-14 03:00:00,78.1925223623,35.1555358098,4.68
2026-01-14 04:00:00,79.7660471791,35.1555358098,5.17
2026-01-14 05:00:00,88.1768324041,35.1555358098,5.71
2026-01-14 06:00:00,107.7864764402,35.1502760132,5.87
2026-01-14 07:00:00,133.8894651706,35.1502760132,5.97
2026-01-14 08:00:00,147.2834460924,35.1502760132,5.98
2026-01-14 09:00:00,136.7536035053,35.1502760132,5.94
2026-01-14 10:00:00,126.2249527307,35.1502760132,5.88
2026-01-14 11:00:00,119.6881943235,35.1502760132,5.74
2026-01-14 12:00:00,115.0328896963,35.1502760132,5.71
2026-01-14 13:00:00,115.4407592138,35.1502760132,5.8
2026-01-14 14:00:00,121.4281382643,35.1502760132,5.93
2026-01-14 15:00:00,131.672779129,35.1502760132,6.06
2026-01-14 16:00:00,141.5641814412,35.1502760132,6.18
2026-01-14 17:00:00,154.3690902804,35.1502760132,6.3
2026-01-14 18:00:00,152.3627345909,35.1502760132,6.29
2026-01-14 19:00:00,140.8632091076,35.1502760132,6.25
2026-01-14 20:00:00,123.6544994771,35.1502760132,6.26
2026-01-14 21:00:00,109.4189241146,35.1502760132,6.1
2026-01-14 22:00:00,103.5414226863,35.1502760132,5.55
2026-01-14 23:00:00,91.0324143687,35.1502760132,4.46
2026-01-15 00:00:00,87.8535174964,35.1502760132,4.43
2026-01-15 01:00:00,83.5919171838,35.1502760132,4.58
2026-01-15 02:00:00,80.6819716397,35.1502760132,4.71
2026-01-15 03:00:00,78.4138239786,35.1502760132,4.89
2026-01-15 04:00:00,79.9862893233,35.1502760132,5.37
2026-01-15 05:00:00,88.3960118834,35.1502760132,5.88
2026-01-15 06:00:00,108.0045900618,35.1447219354,6.01
2026-01-15 07:00:00,134.1065097418,35.1447219354,6.15
2026-01-15 08:00:00,147.4987462269,35.1447219354,6.13
2026-01-15 09:00:00,136.9678315511,35.1447219354,6.11
2026-01-15 10:00:00,126.438105505,35.1447219354,6.03
2026-01-15 11:00:00,119.9002686435,35.1447219354,5.92
2026-01-15 12:00:00,115.243882379,35.1447219354,5.89
2026-01-15 13:00:00,115.6506670765,35.1447219354,5.96
2026-01-15 14:00:00,121.6369581243,35.1447219354,6.08
2026-01-15 15:00:00,131.8805078033,35.1447219354,6.17
2026-01-15 16:00:00,141.7708157471,35.1447219354,6.26
2026-01-15 17:00:00,154.5746270349,35.1447219354,6.38
2026-01-15 18:00:00,152.5671706113,35.1447219354,6.32
2026-01-15 19:00:00,141.0665412111,35.1447219354,6.24
2026-01-15 20:00:00,123.8573558522,35.1447219354,6.21
2026-01-15 21:00:00,109.6206667408,35.1447219354,6.06
2026-01-15 22:00:00,103.7420483708,35.1447219354,5.56
2026-01-15 23:00:00,91.2319199187,35.1447219354,4.5
2026-01-16 00:00:00,90.0246335979,35.1447219354,4.47
2026-01-16 01:00:00,85.5255683448,35.1447219354,4.62
2026-01-16 02:00:00,82.1742580516,35.1447219354,4.74
2026-01-16 03:00:00,79.3674135899,35.1447219354,4.91
2026-01-16 04:00:00,81.0183326227,35.1447219354,5.38
2026-01-16 05:00:00,87.9253098208,35.1447219354,5.92
2026-01-16 06:00:00,104.9072155371,35.0388669737,6.06
2026-01-16 07:00:00,127.6001966654,35.0388669737,6.2
2026-01-16 08:00:00,141.730486009,35.0388669737,6.18
2026-01-16 09:00:00,133.475581759,35.0388669737,6.18
2026-01-16 10:00:00,123.1138344065,35.0388669737,6.11
2026-01-16 11:00:00,115.2592628375,35.0388669737,5.96
2026-01-16 12:00:00,108.5361297774,35.0388669737,5.93
2026-01-16 13:00:00,105.5484034795,35.0388669737,5.94
2026-01-16 14:00:00,110.2240807162,35.0388669737,6.06
2026-01-16 15:00:00,119.3057794218,35.0388669737,6.2
2026-01-16 16:00:00,128.2983421868,35.0388669737,6.34
2026-01-16 17:00:00,138.7377646491,35.0388669737,6.46
2026-01-16 18:00:00,138.2015903974,35.0388669737,6.39
2026-01-16 19:00:00,130.2217940255,35.0388669737,6.34
2026-01-16 20:00:00,115.9003685585,35.0388669737,6.34
2026-01-16 21:00:00,107.8303015245,35.0388669737,6.19
2026-01-16 22:00:00,105.4297982243,35.0388669737,5.69
2026-01-16 23:00:00,94.5016547437,35.0388669737,4.6
2026-01-17 00:00:00,84.5252244799,35.0388669737,4.64
2026-01-17 01:00:00,80.8036537252,35.0388669737,4.81
2026-01-17 02:00:00,78.7572546396,35.0388669737,4.9
2026-01-17 03:00:00,75.8767372451,35.0388669737,5.01
2026-01-17 04:00:00,75.7683313795,35.0388669737,5.45
2026-01-17 05:00:00,77.4342300005,35.0388669737,5.87
2026-01-17 06:00:00,80.2232966995,34.8827042001,5.88
2026-01-17 07:00:00,88.8511541386,34.8827042001,5.92
2026-01-17 08:00:00,97.8938695164,34.8827042001,6.11
2026-01-17 09:00:00,99.8773769463,34.8827042001,6.25
2026-01-17 10:00:00,94.3597326702,34.8827042001,6.28
2026-01-17 11:00:00,91.7947490668,34.8827042001,6.13
2026-01-17 12:00:00,89.7985650108,34.8827042001,6.08
2026-01-17 13:00:00,87.9502171456,34.8827042001,6.09
2026-01-17 14:00:00,91.9732045483,34.8827042001,6.19
2026-01-17 15:00:00,100.5227840343,34.8827042001,6.3
2026-01-17 16:00:00,109.1828842592,34.8827042001,6.55
2026-01-17 17:00:00,120.4859617627,34.8827042001,6.6
2026-01-17 18:00:00,121.1986193565,34.8827042001,6.47
2026-01-17 19:00:00,112.2861343095,34.8827042001,6.4
2026-01-17 20:00:00,101.6435416842,34.8827042001,6.44
2026-01-17 21:00:00,93.7577956075,34.8827042001,6.35
2026-01-17 22:00:00,89.9228031237,34.8827042001,5.82
2026-01-17 23:00:00,82.5439513827,34.8827042001,4.73
2026-01-18 00:00:00,78.8219394917,34.8827042001,4.81
2026-01-18 01:00:00,72.6696583466,34.8827042001,4.98
2026-01-18 02:00:00,70.6928133259,34.8827042001,5.09
2026-01-18 03:00:00,66.8016043501,34.8827042001,5.19
2026-01-18 04:00:00,65.7215999887,34.8827042001,5.64
2026-01-18 05:00:00,66.2771239422,34.8827042001,6.07
2026-01-18 06:00:00,67.7015904875,34.876226361,6.12
2026-01-18 07:00:00,72.5544205397,34.876226361,6.19
2026-01-18 08:00:00,78.5163015891,34.876226361,6.36
2026-01-18 09:00:00,81.6250702506,34.876226361,6.48
2026-01-18 10:00:00,80.7475589487,34.876226361,6.52
2026-01-18 11:00:00,80.3999390686,34.876226361,6.39
2026-01-18 12:00:00,77.5570447458,34.876226361,6.34
2026-01-18 13:00:00,72.8317690333,34.876226361,6.35
2026-01-18 14:00:00,77.8078346504,34.876226361,6.44
2026-01-18 15:00:00,87.0774168786,34.876226361,6.52
2026-01-18 16:00:00,95.3651631182,34.876226361,6.72
2026-01-18 17:00:00,107.7510987418,34.876226361,6.76
2026-01-18 18:00:00,109.5649312412,34.876226361,6.61
2026-01-18 19:00:00,103.2621462458,34.876226361,6.51
2026-01-18 20:00:00,93.3646345077,34.876226361,6.53
2026-01-18 21:00:00,85.9724068823,34.876226361,6.37
2026-01-18 22:00:00,85.5920425144,34.876226361,5.83
2026-01-18 23:00:00,75.0767133871,34.876226361,4.76
2026-01-19 00:00:00,80.1225679156,34.876226361,4.78
2026-01-19 01:00:00,75.0649422517,34.876226361,4.94
2026-01-19 02:00:00,72.3749140186,34.876226361,5.03
2026-01-19 03:00:00,68.4433220562,34.876226361,5.2
2026-01-19 04:00:00,71.0263453113,34.876226361,5.64
2026-01-19 05:00:00,82.3107881979,34.876226361,6.15
2026-01-19 06:00:00,108.7370725716,35.0194258774,6.32
2026-01-19 07:00:00,134.2193022078,35.0194258774,6.48
2026-01-19 08:00:00,145.8420515035,35.0194258774,6.5
2026-01-19 09:00:00,135.2612689296,35.0194258774,6.5
2026-01-19 10:00:00,125.7994297734,35.0194258774,6.45
2026-01-19 11:00:00,119.7210017825,35.0194258774,6.34
2026-01-19 12:00:00,114.5129463898,35.0194258774,6.32
2026-01-19 13:00:00,115.852415703,35.0194258774,6.36
2026-01-19 14:00:00,121.5249082015,35.0194258774,6.49
2026-01-19 15:00:00,131.5684273772,35.0194258774,6.59
2026-01-19 16:00:00,138.2493346223,35.0194258774,6.7
2026-01-19 17:00:00,152.7722538914,35.0194258774,6.77
2026-01-19 18:00:00,155.7413831455,35.0194258774,6.69
2026-01-19 19:00:00,145.6582986467,35.0194258774,6.63
2026-01-19 20:00:00,127.8621028806,35.0194258774,6.64
